title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,lower_wage,upper_wage,type,converted_yearly_lower,converted_yearly_upper,job_level
Applied Machine Learning Engineer,Nooks,"San Francisco Bay Area, CA",2024-10-05,"Background in an analytical field like heuristics, data science &/or statistics. Our approach involves LLM embeddings, few-shot learning, data labeling, and continuous monitoring of model performance…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=c46c7b1468206d4c,IndeedScraperUSAEng_c46c7b1468206d4c,IndeedScraperUSAEng,Data,USA_ENGLISH,$140000 - $240000 yearly,UNKNOWN, CA,CA,San Francisco Bay Area,,,,,,Mid-Level
Data Product Manager,Simmons Bank,"Dallas, TX",2024-10-07,"If you are a Data Product Manager (DPM), Simmons Bank invites you to collaborate in an agile team of peers developing cloud-based analytics platform integrating data from broad number of systems,…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1f94ccee5ad5bf80,IndeedScraperUSAEng_1f94ccee5ad5bf80,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Dallas,,,,,,Senior-Level
"Cyber Security Specialist (Proxy Firewalls, and IPS/IDS) - HYBRID - Addison, TX",NTT DATA,"Plano, TX 75086",2024-11-09,"Methodically examine all collected windows/linux host data for evidence of intrusion, malware, or unauthorized activity. Analyze network perimeter data, flow, packet filtering, proxy firewalls, and…",Schedules: Monday to Friday,https://www.indeed.com/m/viewjob?jk=01b652cd45459663,IndeedScraperUSAEng_01b652cd45459663,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75086,TX,Plano,,,,,,Mid-Level
"Principal, Data Strategy",Publicis Sapient,"New York, NY 10014",2024-10-31,"Provide data though leadership and communicate data strategy needs as inputs into the media partnership strategy. Function as the data technology and strategy subject matter expert, acting as a client…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=52124ae604a447d2,IndeedScraperUSAEng_52124ae604a447d2,IndeedScraperUSAEng,Data,USA_ENGLISH,$175000 - $225000 yearly,TEMPORARILY_REMOTE, NY 10014,NY,New York,,,,,,Senior-Level
Gen AI Engineer,NTT DATA,"Plano, TX 75086",2024-10-06,"Conduct training sessions to enhance overall data science skills within the organization. Create and maintain data infrastructure to ingest, normalize, and combine datasets for actionable insights.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=3145bf88758db1ac,IndeedScraperUSAEng_3145bf88758db1ac,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75086,TX,Plano,,,,,,Mid-Level
Remote Inbound Security Sales Associate,SP Data Digital,"Raleigh, NC",2024-10-13,"Who We Are: We are SP Data Digital, and we like to shake things up! We promote great culture and embrace a team of entrepreneurs that think outside the box and challenge the status quo. We work…","Job types: Full-time
Remote: Remote
Benefits: Paid training, Work from home
Job types cc: Full-time
Schedules: Every weekend, Monday to Friday",https://www.indeed.com/m/viewjob?jk=a48bd76e6547a0db,IndeedScraperUSAEng_a48bd76e6547a0db,IndeedScraperUSAEng,Data,USA_ENGLISH,$14 - $14 hourly,FULLY_REMOTE, NC,NC,Raleigh,,,,,,Mid-Level
"Data Entry Associate (Part-Time, Seasonal)",The Fresh Air Fund,"New York, NY 10017",2024-11-13,Enter application data into internal database. Work closely with Project Coordinator to ensure data accuracy. The Data Entry Associate will help with all aspects of the application process including…,"Job types cc: Seasonal
Schedules: Weekends as needed, Evenings as needed, Monday to Friday",https://www.indeed.com/m/viewjob?jk=ca8aed47f60681e4,IndeedScraperUSAEng_ca8aed47f60681e4,IndeedScraperUSAEng,Data,USA_ENGLISH,$16 - $16 hourly,UNKNOWN, NY 10017,NY,New York,,,,,,Mid-Level
"Investment Data Analyst, Investment Operations",California Public Employees' Retirement System (CalPERS),"Sacramento, CA 95811",2024-11-15,"Onsite and virtually, primarily responsible for public market investment data integrity and analysis. Identify and implement innovative improvements, enhancements and solutions relating to public…","Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance, Opportunities for advancement, Retirement plan
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=851355128f9df81c,IndeedScraperUSAEng_851355128f9df81c,IndeedScraperUSAEng,Data,USA_ENGLISH,$7760 - $9713 monthly,TEMPORARILY_REMOTE, CA 95811,CA,Sacramento,,,,,,Mid-Level
Applications Analyst,CSTE,"Raleigh, NC 27699",2024-10-09,"Position type: Fellowship, full-time Position Highlights Location: Raleigh, NC At NC CCR, the hybrid work environment is 1-2 days in the office (222 N Dawson, Raleigh NC ) and the other days…","Job types: Temporary, Full-time, Contract
Remote: Hybrid work
Benefits: Relocation assistance, Health insurance, Dental insurance, Vision insurance, Professional development assistance, Opportunities for advancement
Job types cc: Temporary, Full-time, Contract
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=f34cf6e653ac4c9f,IndeedScraperUSAEng_f34cf6e653ac4c9f,IndeedScraperUSAEng,Data,USA_ENGLISH,$95000 - $95000 yearly,TEMPORARILY_REMOTE, NC 27699,NC,Raleigh,,,,,,Mid-Level
Student Assistant-Earthquake Database and Web Support,"University Enterprises, Inc.","Sacramento, CA 95819",2024-10-22,"Writes scripts to quality check data to be loaded to the center's database. The student assistant will help to modify and develop scripts to work with the Center’s database and web interface, with a…","Job types: Part-time
Job types cc: Part-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=dfaf4eada5c99b51,IndeedScraperUSAEng_dfaf4eada5c99b51,IndeedScraperUSAEng,Data,USA_ENGLISH,$16 - $16 hourly,UNKNOWN, CA 95819,CA,Sacramento,,,,,,Entry-Level
"Director, Data and Analytics",HF Sinclair,"Dallas, TX 75201",2024-10-18,"Establish and maintain strong data governance frameworks that support data integrity, security, and accessibility. Deploy modern data architectures that leverage artificial intelligence (AI) and…",,https://www.indeed.com/m/viewjob?jk=b005c22b6d2ec19f,IndeedScraperUSAEng_b005c22b6d2ec19f,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75201,TX,Dallas,,,,,,Senior-Level
"Sr Database Developer - Hybrid/The Colony, TX","Health One Alliance, LLC","The Colony, TX 75056",2024-10-05,"Ensures data integrity among systems. The Sr. Database Developer plays an advanced role in all aspects of the Information Technology Department including database analysis, query writing, creation of…","Benefits: Wellness program, Health savings account, AD&D insurance, Disability insurance, Dental insurance, Flexible spending account, Paid time off, 401(k) 4% Match, Employee assistance program, Vision insurance, Pet insurance",https://www.indeed.com/m/viewjob?jk=cbb898d84ab2f975,IndeedScraperUSAEng_cbb898d84ab2f975,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75056,TX,The Colony,,,,,,Senior-Level
Data Coordinator,Research Foundation of The City University of New York,"New York, NY",2024-11-06,"Demonstrated experience managing data, data sets, databases, etc. required. Experience creating data visualizations and reports required. Ability to maintain confidentiality of sensitive data.","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=986c5c312466014a,IndeedScraperUSAEng_986c5c312466014a,IndeedScraperUSAEng,Data,USA_ENGLISH,$56000 - $60000 yearly,TEMPORARILY_REMOTE, NY,NY,New York,,,,,,Mid-Level
Data Manager,Orange County Schools,"Hillsborough, NC 27278",2024-11-05,"May compare various data against data in secondary or previously used information systems, contacting such officials as necessary to resolve discrepancies. Middle School and High School Level.","Job types: Full-time
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=1b2176de74b692b9,IndeedScraperUSAEng_1b2176de74b692b9,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27278,NC,Hillsborough,,,,,,Senior-Level
"Senior Software Engineer, Data Platform",Highnote,"San Francisco, CA",2024-11-13,Able to model and design modern data structured in data lakes and data warehouses. Understanding business/data needs and growth to build the right solutions. Experience with Java >= 11.,"Remote: Remote
Benefits: Internet reimbursement, Health insurance, Paid time off, Parental leave",https://www.indeed.com/m/viewjob?jk=7022a93639487221,IndeedScraperUSAEng_7022a93639487221,IndeedScraperUSAEng,Data,USA_ENGLISH,$170000 - $230000 yearly,FULLY_REMOTE, CA,CA,San Francisco,,,,,,Senior-Level
Machine Learning Engineer,QuinStreet,"Foster City, CA",2024-10-21,"Powering Performance Marketplaces in Digital Media QuinStreet is a pioneer in powering decentralized online marketplaces that match searchers and ""research and compare"" consumers with brands. We…","Remote: Remote
Benefits: Health insurance, RSU, Parental leave, Retirement plan, Paid sick time",https://www.indeed.com/m/viewjob?jk=5fcf907ba82674d3,IndeedScraperUSAEng_5fcf907ba82674d3,IndeedScraperUSAEng,Data,USA_ENGLISH,$140000 - $170000 yearly,FULLY_REMOTE, CA,CA,Foster City,,,,,,Mid-Level
"Data Control Clerk II, Clinical Engineering","University Hospital, Newark NJ","Newark, NJ 07103",2024-11-16,"Must have LAN experience and two (2) full years of clerical experience performing data entry activities, and general office services support, preferably in a health care services setting.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=9140426cce4944c8,IndeedScraperUSAEng_9140426cce4944c8,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NJ 07103,NJ,Newark,,,,,,Mid-Level
Staff Data Scientist,Human Security,"New York, NY",2024-10-31,"This role is at the intersection of data, technology, and business as we aspire to deeply understand how actors are perpetrating schemes and develop a powerful product to delight our customers.","Job types: Full-time
Benefits: Stock options
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=9d769ea756f34e21,IndeedScraperUSAEng_9d769ea756f34e21,IndeedScraperUSAEng,Data,USA_ENGLISH,$165000 - $205000 yearly,UNKNOWN, NY,NY,New York,,,,,,Entry-Level
Business Analyst (Senior or Lead)- SAP EWM,The Judge Group,"King of Prussia, PA",2024-10-05,"Familiarity with SQL, data extraction techniques, and data reporting/analysis tools. You?ll collaborate closely with business stakeholders to identify inefficiencies, challenges, and improvement…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=83c62865d5658910,IndeedScraperUSAEng_83c62865d5658910,IndeedScraperUSAEng,Data,USA_ENGLISH,$110000 - $130000 yearly,UNKNOWN, PA,PA,King of Prussia,,,,,,Senior-Level
"Senior Linux Engineer - Irving, Texas",NTT DATA,"Dallas, TX 75215",2024-10-12,"Req ID: 299982 NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=db79bde461ef5771,IndeedScraperUSAEng_db79bde461ef5771,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75215,TX,Dallas,,,,,,Senior-Level
Senior Data Engineer-Contract-W2,WTAnow,"Plano, TX",2024-11-13,"Working with customers and understanding the data and build pipelines. Location: Plano, TX (on-site, hybrid). 8 plus Yrs of exp is a must. Python exp is a must. Spark exp is a must. AWS exp is a must.","Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=6925274bbfb666a7,IndeedScraperUSAEng_6925274bbfb666a7,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Plano,,,,,,Senior-Level
Voice AI Platform Engineer,Lenovo,"Morrisville, NC",2024-10-03,We are seeking a highly skilled Voice AI Platform Engineer to lead the deployment of AI modules into production environments and collaborate with algorithm engineers to optimize the modules' power…,"Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=d7ff8766a6183323,IndeedScraperUSAEng_d7ff8766a6183323,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, NC,NC,Morrisville,,,,,,Senior-Level
Data Defense Solutions Engineer,TikTok,"New York, NY",2024-10-09,Build and manage data inventories and data flow mappings by collecting and aggregating datasets from multiple data source systems. Develop low-level storage interfaces to enable advanced data…,"Benefits: Paid parental leave, Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, RSU, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Paid sick time",https://www.indeed.com/m/viewjob?jk=2ae8e2ce2cf2b28e,IndeedScraperUSAEng_2ae8e2ce2cf2b28e,IndeedScraperUSAEng,Data,USA_ENGLISH,$147200 - $269800 yearly,UNKNOWN, NY,NY,New York,,,,,,Mid-Level
Data Vendor Specialist (USA),Trexquant Investment,"Stamford, CT",2024-10-21,"As a Data Vendor Specialist, you will collaborate closely with researchers and data vendors to identify potential data sets that align with our business needs and evaluate their offerings to determine…","Job types: Full-time
Benefits: Commuter assistance, Dental insurance, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=68856ec0c61a625e,IndeedScraperUSAEng_68856ec0c61a625e,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CT,CT,Stamford,,,,,,Mid-Level
Registration & Data Entry Coordinator,Dolores Street Community Services,"San Francisco, CA 94110",2024-11-07,"Assist in data analysis for program evaluations, supporting the team with actionable insights derived from data. Run data audits to identify and correct any discrepancies, maintaining the integrity of…","Job types: Full-time
Benefits: Commuter assistance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, Vision insurance, 401(k) matching, Life insurance, Paid sick time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=5fe97a8cbad05681,IndeedScraperUSAEng_5fe97a8cbad05681,IndeedScraperUSAEng,Data,USA_ENGLISH,$25 - $28 hourly,UNKNOWN, CA 94110,CA,San Francisco,,,,,,Mid-Level
"Missional Data Manager, EPA&GNJ",United Methodist Church of Greater New Jersey,"Neptune City, NJ",2024-10-08,"The Missional Data Manager works to improve the efficiency, accuracy, and usefulness of data and business systems for all departments and mission partners of EPA&GNJ by leading the Missional Data team…",,https://www.indeed.com/m/viewjob?jk=fccdd0e27f16819d,IndeedScraperUSAEng_fccdd0e27f16819d,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NJ,NJ,Neptune City,,,,,,Senior-Level
SMU Libraries - Strategy & Operations Analyst (HR Title: Data Analyst II),Southern Methodist University,"Dallas, TX 75205",2024-10-11,"Minimum of 3 years of experience in data assessment or data management. Collaborate with library staff and executive leadership to analyze data, identify trends, and develop strategic initiatives…","Job types: Full-time
Benefits: Health insurance, Dental insurance, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=e01ca357ceafeeed,IndeedScraperUSAEng_e01ca357ceafeeed,IndeedScraperUSAEng,Data,USA_ENGLISH,$69885.9 - $75000 yearly,UNKNOWN, TX 75205,TX,Dallas,,,,,,Senior-Level
Business Analyst,"Rezilyens, LLC","Fort Worth, TX",2024-10-05,"Ability to analyze and interpret financial data. Responsible for all aspects of the day-to-day TS invoicing. Prepare and process Invoices and Purchase Orders, while ensuring accuracy and an…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0de6d06438e31303,IndeedScraperUSAEng_0de6d06438e31303,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Fort Worth,,,,,,Mid-Level
Senior Design Project Manager (Data Center Precon),Linesight,"San Francisco, CA 94104",2024-10-22,"Manage multiple, simultaneous data center campus development projects focusing on front end planning deliverables. Assist with Utility Studies to assess options for power, water and sewer to…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=869d8c55655907c7,IndeedScraperUSAEng_869d8c55655907c7,IndeedScraperUSAEng,Data,USA_ENGLISH,$130000 - $150000 yearly,UNKNOWN, CA 94104,CA,San Francisco,,,,,,Senior-Level
Data Platform Engineer,Brown & Brown Insurance,"Plano, TX 75024",2024-10-03,"Deep understanding of data management and data governance principles. Experience implementing data capabilities and technologies supporting data pipelines, data integration, data transformation,…","Job types: Full-time
Benefits: Employee stock purchase plan, Health insurance, Dental insurance, Tuition reimbursement, Vision insurance, Opportunities for advancement, Loan assistance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ccc516c3b5782be7,IndeedScraperUSAEng_ccc516c3b5782be7,IndeedScraperUSAEng,Data,USA_ENGLISH,$90000 - $100000 yearly,UNKNOWN, TX 75024,TX,Plano,,,,,,Mid-Level
College Co-op: Data Insights & Reporting Analyst,Independence Blue Cross,"Philadelphia, PA 19103",2024-10-18,"Generates immense self-fulfillment from drawing key insights from data. Identify, analyze, and interpret trends or patterns in sophisticated data sets. Experience with Tableau and SQL.",,https://www.indeed.com/m/viewjob?jk=384fa2d7730d2983,IndeedScraperUSAEng_384fa2d7730d2983,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA 19103,PA,Philadelphia,,,,,,Mid-Level
Sr Machine Learning Scientist - (Open to remote),Penguin Random House LLC,"New York, NY 10019",2024-11-02,"The Data Science team at Penguin Random House is seeking an experienced Senior Machine Learning Scientist to drive the development of personalization products, which includes recommender systems for…","Job types: Full-time
Remote: Remote
Benefits: Commuter assistance, Health savings account, AD&D insurance, Loan repayment program, Disability insurance, Health insurance, Dental insurance, Flexible spending account, Tuition reimbursement, Paid time off, Vision insurance, Prescription drug insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=8204ccbc652ab96c,IndeedScraperUSAEng_8204ccbc652ab96c,IndeedScraperUSAEng,Data,USA_ENGLISH,$150000 - $200000 yearly,FULLY_REMOTE, NY 10019,NY,New York,,,,,,Senior-Level
Oracle CPQ Project Manager - HYBRID,NTT DATA,"Irving, TX 75039",2024-10-26,"The Project Manager will be responsible for a variety of project, program, and portfolio assignments within the Configure Price Quote (CPQ) Program Management Office (PMO).",Remote: Hybrid work,https://www.indeed.com/m/viewjob?jk=5f25d5695a3a8508,IndeedScraperUSAEng_5f25d5695a3a8508,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, TX 75039,TX,Irving,,,,,,Senior-Level
"Manager, Data Analytics & Reporting",Vanguard,"Malvern, PA",2024-10-23,"You'll use data to identify trends and opportunities to optimize marketing campaigns. Oversees a team of data analysts as they work with key stakeholders to understand business strategy, questions and…",,https://www.indeed.com/m/viewjob?jk=fce353b14c6b1cea,IndeedScraperUSAEng_fce353b14c6b1cea,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA,PA,Malvern,,,,,,Senior-Level
IT Data Analyst,DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY 11101",2024-10-09,"Experienced in data analysis and data visualization tools. For example, the fellow will flag missing data, corrupted data etc. Work closely with the auditors and analysts to understand their data…","Job types: Full-time
Benefits: Wellness program, Work from home, Loan forgiveness
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1af54338a8d69cfb,IndeedScraperUSAEng_1af54338a8d69cfb,IndeedScraperUSAEng,Data,USA_ENGLISH,$43968 - $52167 yearly,UNKNOWN, NY 11101,NY,New York,,,,,,Mid-Level
Data Analytics Lead,Meta,"Menlo Park, CA 94025",2024-10-03,"Communication and influence: You won’t simply present data, but tell data-driven stories. Track-record driving data roadmap and execution. Proven SQL knowledge in a big data environment.",,https://www.indeed.com/m/viewjob?jk=0e851bf6d095d557,IndeedScraperUSAEng_0e851bf6d095d557,IndeedScraperUSAEng,Data,USA_ENGLISH,$150000 - $213000 yearly,UNKNOWN, CA 94025,CA,Menlo Park,,,,,,Senior-Level
Senior Data Engineer,Gantri,"San Francisco, CA",2024-10-05,"You’ll get to design and implement scalable data pipelines, build robust data warehousing solutions, and enable advanced analytics capabilities. Collaborate with software engineers to integrate data…","Job types: Full-time
Benefits: Paid holidays, Health insurance, Dental insurance, 401(k), Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=cfe5b2f2b0a996ea,IndeedScraperUSAEng_cfe5b2f2b0a996ea,IndeedScraperUSAEng,Data,USA_ENGLISH,$165000 - $185000 yearly,UNKNOWN, CA,CA,San Francisco,,,,,,Senior-Level
Senior Vice President; Senior Data Engineer,Bank of America,"Plano, TX 75024",2024-11-14,"Implement multiple complex data solutions and share knowledge of the interaction across multiple data flows and systems. Code design and delivery tasks associated with the integration, cleaning,…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=98c301350b8a9831,IndeedScraperUSAEng_98c301350b8a9831,IndeedScraperUSAEng,Data,USA_ENGLISH,$160000 - $177900 yearly,UNKNOWN, TX 75024,TX,Plano,,,,,,Senior-Level
Senior HR Data Analyst,Cloud Software Group,"Santa Clara, CA 95054",2024-10-21,"Manage key data validations, including interaction with functional leads in data stewardship and identifying and driving resolution of data issues. Perform heavy data analysis and research, with the…","Job types: Full-time
Benefits: Health insurance, 401(k) matching, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ff9e724eae2a298b,IndeedScraperUSAEng_ff9e724eae2a298b,IndeedScraperUSAEng,Data,USA_ENGLISH,$122210 - $183314 yearly,UNKNOWN, CA 95054,CA,Santa Clara,,,,,,Senior-Level
PostgreSQL Database Administrator,Data Inc,"Pennington, NJ 08534",2024-10-03,"PostgreSQL DBA/developer Experience in install, upgrade, backup-recovery, performance management of PostgreSQL databases. Experience with Amazon AWS-RDS? Experience to deploy, configure, manage…","Job types: Contract
Shifts: 8 hour shift
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=6b9c29c01f8451fa,IndeedScraperUSAEng_6b9c29c01f8451fa,IndeedScraperUSAEng,Data,USA_ENGLISH,$65 - $68 hourly,UNKNOWN, NJ 08534,NJ,Pennington,,,,,,Mid-Level
Statistical Programmer,Revolution Medicines,"Redwood City, CA 94063",2024-10-29,"Ensure accuracy of clinical trial results for internal and external audiences (e.g., regulatory authorities, academic community, and healthcare providers) via biometrics QC of documents with clinical…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=b5fd15ad761c05fb,IndeedScraperUSAEng_b5fd15ad761c05fb,IndeedScraperUSAEng,Data,USA_ENGLISH,$105000 - $135000 yearly,UNKNOWN, CA 94063,CA,Redwood City,,,,,,Entry-Level
Business Analyst (Mid/Senior),Lawrence Livermore National Laboratory,"Livermore, CA",2024-11-06,"Experience performing data analysis, developing metrics to assess functional performance and usage of report information to continually improve reporting capabilities.","Job types: Full-time
Remote: Hybrid work
Benefits: Relocation assistance, 401(k), Tuition reimbursement, Work from home, Flexible schedule
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=62aa3bbe9447ab3e,IndeedScraperUSAEng_62aa3bbe9447ab3e,IndeedScraperUSAEng,Data,USA_ENGLISH,$107550 - $133524 yearly,TEMPORARILY_REMOTE, CA,CA,Livermore,,,,,,Senior-Level
Business Intelligence Analyst,Omnicell,"Dallas, TX",2024-10-07,"Ability to utilize various data sources including pharmacy claim, hospital charge, prescription order, provider and location data to create reports and analyze data. 2 years of SSRS or SSIS.","Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6d1ed5cba9a64f8d,IndeedScraperUSAEng_6d1ed5cba9a64f8d,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX,TX,Dallas,,,,,,Mid-Level
AI Agent Researcher,MultiOn AI,"Palo Alto, CA",2024-10-10,"Deep understanding of systems engineering with a focus on building scalable solutions for large-scale data processing and model training. Lead cutting-edge research in AI & Agents, focusing on…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=f6ba13c5ffad5c91,IndeedScraperUSAEng_f6ba13c5ffad5c91,IndeedScraperUSAEng,Data,USA_ENGLISH,$150000 - $180000 yearly,UNKNOWN, CA,CA,Palo Alto,,,,,,Senior-Level
Data Integration Specialist,EaseMyRecruit Partners,"Philadelphia, PA 19113",2024-11-01,"This contract role involves designing data pipelines, ensuring data security, and optimizing workflows. Automate workflows for continuous data migration. 3+ years’ experience in data integration.","Job types: Full-time, Contract
Shifts: 8 hour shift
Benefits: Health insurance, Dental insurance, 401(k)
Job types cc: Full-time, Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=ecd3f93c1ac7c4da,IndeedScraperUSAEng_ecd3f93c1ac7c4da,IndeedScraperUSAEng,Data,USA_ENGLISH,$70 - $-1 hourly,UNKNOWN, PA 19113,PA,Philadelphia,,,,,,Mid-Level
Machine Learning Engineer,BayOne,"San Francisco, CA",2024-10-21,"Overall, 8-10 years of experience in heavy volume data processing, data platform, data lake, big data, data warehouse, or equivalent. Solid understanding of data quality, data accuracy concepts and…","Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=185e9ff6b8d4bc0c,IndeedScraperUSAEng_185e9ff6b8d4bc0c,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Francisco,,,,,,Mid-Level
Business Analyst,New York County District Attorney's Office,"New York, NY",2024-10-09,"This position requires a combination of technical expertise, and interpersonal skills, as the ideal candidate will effectively translate the needs of non-technical end-users to a technical audience,…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2e4cfe4380d60825,IndeedScraperUSAEng_2e4cfe4380d60825,IndeedScraperUSAEng,Data,USA_ENGLISH,$75000 - $90000 yearly,UNKNOWN, NY,NY,New York,,,,,,Mid-Level
Data Analyst (Business Intelligence),Sonoma Consulting Inc.,"Plano, TX",2024-10-05,Job Description ETL Design on assigned projects. List the position Requirements: Must Haves: Preferred/ Nice-to-haves: Additional Information All your information will be kept confidential…,"Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=affbbc543b41c686,IndeedScraperUSAEng_affbbc543b41c686,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Plano,,,,,,Mid-Level
Data Center Customer Operations Technician,Equinix,"Secaucus, NJ 07094",2024-10-13,"In this crucial role, you will be responsible for fixing and installing sophisticated circuits and performing custom installations as well as designing and leading modification projects.","Job types: Full-time
Job types cc: Full-time
Schedules: Weekends as needed, Holidays",https://www.indeed.com/m/viewjob?jk=d65face3906c899c,IndeedScraperUSAEng_d65face3906c899c,IndeedScraperUSAEng,Data,USA_ENGLISH,$49000 - $85000 yearly,UNKNOWN, NJ 07094,NJ,Secaucus,,,,,,Senior-Level
Data Analyst-Qlik,Purple Drive Solution,"Pleasanton, CA",2024-11-08,Develop data visualizations to drive more informed business decisions. Identify issues and recommend changes to drive data-based strategic decision making. Expertise in database design and SQL.,"Job types: Contract
Shifts: 8 hour shift
Remote: Remote
Benefits: Dental insurance
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=a797cafd07793296,IndeedScraperUSAEng_a797cafd07793296,IndeedScraperUSAEng,Data,USA_ENGLISH,$75 - $75 hourly,FULLY_REMOTE, CA,CA,Pleasanton,,,,,,Mid-Level
Windows Software Developer and SQL Data Analyst | Manufacturing sector,"Tower Extrusions, LLC","Wylie, TX 75098",2024-10-05,"This position involves working with both PCs and manufacturing devices/machines that collect data. Crystal Reports, including report development over SQL data and using SQL Stored Procedures.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=80b5246569f15ae0,IndeedScraperUSAEng_80b5246569f15ae0,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75098,TX,Wylie,,,,,,Mid-Level
"Research Data Analyst 2 (6256U), Haas School of Business - 73746",University of California Berkeley,"Berkeley, CA 94720",2024-10-18,"Prepares and analyzes research data. May be involved in researching, evaluating and selecting new data reporting products. Assists in developing systems for organizing data to analyze, identify and…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=556a6d605e33206e,IndeedScraperUSAEng_556a6d605e33206e,IndeedScraperUSAEng,Data,USA_ENGLISH,$34.77 - $34.77 hourly,UNKNOWN, CA 94720,CA,Berkeley,,,,,,Mid-Level
